#H2O Reflective index data from 
# 168nm ~ 289 nm: https://refractiveindex.info/?shelf=main&book=O2&page=Smith
# 400nm ~ 1800nm: https://refractiveindex.info/?shelf=main&book=O2&page=Zhang 
#
#
#LABEL: Lambda,   Reflective Index
184.30,  1.00037920
191.85,  1.00036120
197.76,  1.00034820
197.92,  1.00034790
198.06,  1.00034760
198.32,  1.00034710
198.64,  1.00034670
198.90,  1.00034620
205.88,  1.00033610
212.48,  1.00032850
220.87,  1.00032080
221.16,  1.00032060
221.74,  1.00032010
243.59,  1.00030650
250.77,  1.00030330
251.51,  1.00030300
251.69,  1.00030290
252.00,  1.00030270
252.49,  1.00030270
252.93,  1.00030240
263.21,  1.00029860
288.24,  1.00029160
400.0,   1.000258553319
414.0,   1.0002577145995
428.0,   1.0002569654006
442.0,   1.0002562931756
456.0,   1.0002556875375
470.0,   1.0002551398213
484.0,   1.0002546427483
498.0,   1.0002541901642
512.0,   1.0002537768351
526.0,   1.0002533982846
540.0,   1.0002530506648
554.0,   1.0002527306519
568.0,   1.0002524353621
582.0,   1.0002521622827
596.0,   1.0002519092156
610.0,   1.000251674231
624.0,   1.0002514556283
638.0,   1.0002512519044
652.0,   1.0002510617259
666.0,   1.0002508839072
680.0,   1.0002507173905
694.0,   1.0002505612297
708.0,   1.0002504145765
722.0,   1.0002502766684
736.0,   1.0002501468184
750.0,   1.000250024406
764.0,   1.00024990887
778.0,   1.0002497997011
792.0,   1.0002496964369
806.0,   1.0002495986565
820.0,   1.0002495059758
834.0,   1.0002494180441
848.0,   1.0002493345407
862.0,   1.0002492551713
876.0,   1.0002491796661
890.0,   1.0002491077768
904.0,   1.0002490392751
918.0,   1.0002489739503
932.0,   1.000248911608
946.0,   1.0002488520686
960.0,   1.0002487951656
974.0,   1.0002487407451
988.0,   1.0002486886641
1002.,   1.0002486387898
1016.,   1.0002485909988
1030.,   1.0002485451762
1044.,   1.0002485012149
1058.,   1.0002484590151
1072.,   1.0002484184835
1086.,   1.0002483795332
1100.,   1.0002483420825
1114.,   1.0002483060552
1128.,   1.0002482713799
1142.,   1.0002482379894
1156.,   1.000248205821
1170.,   1.0002481748155
1184.,   1.0002481449173
1198.,   1.0002481160742
1212.,   1.000248088237
1226.,   1.0002480613593
1240.,   1.0002480353974
1254.,   1.00024801031
1268.,   1.0002479860582
1282.,   1.0002479626052
1296.,   1.0002479399162
1310.,   1.0002479179583
1324.,   1.0002478967003
1338.,   1.0002478761128
1352.,   1.0002478561678
1366.,   1.0002478368386
1380.,   1.0002478181003
1394.,   1.0002477999289
1408.,   1.0002477823017
1422.,   1.0002477651972
1436.,   1.0002477485947
1450.,   1.000247732475
1464.,   1.0002477168193
1478.,   1.00024770161
1492.,   1.0002476868303
1506.,   1.000247672464
1520.,   1.000247658496
1534.,   1.0002476449115
1548.,   1.0002476316967
1562.,   1.0002476188382
1576.,   1.0002476063233
1590.,   1.0002475941398
1604.,   1.0002475822762
1618.,   1.0002475707213
1632.,   1.0002475594644
1646.,   1.0002475484955
1660.,   1.0002475378047
1674.,   1.0002475273827
1688.,   1.0002475172205
1702.,   1.0002475073097
1716.,   1.0002474976419
1730.,   1.0002474882092
1744.,   1.0002474790041
1758.,   1.0002474700193
1772.,   1.0002474612478
1786.,   1.000247452683
1800.,   1.0002474443183
