Board	Chip	Chip_Channel	Connector	Detector_Channel   
3	    10	    0		    134		8    
3       13      206     	56 		86  
3       13      207     	55 		85  
3       13      208     	54 		88  
3       13      209     	53 		87  
3       13      210     	52 		90  
3       13      211     	51 		89  
3       13      212     	50 		92  
3       13      213     	49 		91  
3       13      214     	48 		94  
3       13      215     	47 		93  
3       13      216     	46 		96  
3       13      217     	45 		95  
3       13      218     	44 		98  
3       13      219     	43 		97  
3       13      220     	42 		100 
3       13      221     	41 		99  
3       13      222     	40 		102 
3       13      223     	39 		101 
3       13      224     	38 		104 
3       13      225     	37 		103 
3       13      226     	36 		106 
3       13      227     	35 		105 
3       13      228     	34 		108 
3       13      229     	33 		107 
3       13      230     	32 		110 
3       13      231     	31 		109 
3       13      232     	30 		112 
3       13      233     	29 		111 
3       13      234     	28 		114 
3       13      235     	27 		113 
3       13      236     	26 		116 
3       13      237     	25 		115 
3       13      238     	24 		118 
3       13      239     	23 		117 
3       13      240     	22 		120 
3       13      241     	21 		119 
3       13      242     	20 		122 
3       13      243     	19 		121 
3       13      244     	18 		124 
3       13      245     	17 		123 
3       13      246     	16 		126 
3       13      247     	15 		125 
3       13      248     	14 		128 
3       13      249     	13 		127 
3       13      250     	12 		130 
3       13      251     	11 		129 
3       13      252     	10 		132 
3       13      253     	9  		131 
3       13      254     	8  		134 
3       13      255     	7  		133 
7       10      0       	134		8  
7       10      1       	133		7  
7       10      2       	132		10 
7       10      3       	131		9  
7       10      4       	130		12 
7       10      5       	129		11 
7       10      6       	128		14 
7       10      7       	127		13 
7       10      8       	126		16 
7       10      9       	125		15 
7       10      10      	124		18 
7       10      11      	123		17 
7       10      12      	122		20 
7       10      13      	121		19 
7       10      14      	120		22 
7       10      15      	119		21 
7       10      16      	118		24 
7       10      17      	117		23 
7       10      18      	116		26 
7       10      19      	115		25 
7       10      20      	114		28 
7       10      21      	113		27 
7       10      22      	112		30 
7       10      23      	111		29 
7       10      24      	110		32 
7       10      25      	109		31 
7       10      26      	108		34 
7       10      27      	107		33 
7       10      28      	106		36 
7       10      29      	105		35 
7       10      30      	104		38 
7       10      31      	103		37 
7       10      32      	102		40 
7       10      33      	101		39 
7       10      34      	100		42 
7       10      35      	99 		41 
7       10      36      	98 		44 
7       10      37      	97 		43 
7       10      38      	96 		46 
7       10      39      	95 		45 
7       10      40      	94 		48 
7       10      41      	93 		47 
7       10      42      	92 		50 
7       10      43      	91 		49 
7       10      44      	90 		52 
7       10      45      	89 		51 
7       10      46      	88 		54 
7       10      47      	87 		53 
7       10      48      	86 		56 
7       10      49      	85 		55 
7       10      50      	84 		58 
7       10      51      	83 		57 
7       10      52      	82 		60 
7       10      53      	81 		59 
7       10      54      	80 		62 
7       10      55      	79 		61 
7       10      56      	78 		64 
7       10      57      	77 		63 
7       10      58      	76 		66 
7       10      59      	75 		65 
7       10      60      	74 		68 
7       10      61      	73 		67 
7       10      62      	72 		70 
7       10      63      	71 		69 
7       11      64      	70 		72 
7       11      65      	69 		71 
7       11      66      	68 		74 
7       11      67      	67 		73 
7       11      68      	66 		76 
7       11      69      	65 		75 
7       11      70      	64 		78 
7       11      71      	63 		77 
7       11      72      	62 		80 
7       11      73      	61 		79 
7       11      74      	60 		82 
7       11      75      	59 		81 
7       11      76      	58 		84 
7       11      77      	57 		83 
7       11      78      	56 		86 
7       11      79      	55 		85 
7       11      80      	54 		88 
7       11      81      	53 		87 
7       11      82      	52 		90 
7       11      83      	51 		89 
7       11      84      	50 		92 
7       11      85      	49 		91 
7       11      86      	48 		94 
7       11      87      	47 		93 
7       11      88      	46 		96 
7       11      89      	45 		95 
7       11      90      	44 		98 
7       11      91      	43 		97 
7       11      92      	42 		100
7       11      93      	41 		99 
7       11      94      	40 		102
7       11      95      	39 		101
7       11      96      	38 		104
7       11      97      	37 		103
7       11      98      	36 		106
7       11      99      	35 		105
7       11      100     	34 		108
7       11      101     	33 		107
7       11      102     	32 		110
7       11      103     	31 		109
7       11      104     	30 		112
7       11      105     	29 		111
7       11      106     	28 		114
7       11      107     	27 		113
7       11      108     	26 		116
7       11      109     	25 		115
7       11      110     	24 		118
7       11      111     	23 		117
7       11      112     	22 		120
7       11      113     	21 		119
7       11      114     	20 		122
7       11      115     	19 		121
7       11      116     	18 		124
7       11      117     	17 		123
7       11      118     	16 		126
7       11      119     	15 		125
7       11      120     	14 		128
7       11      121     	13 		127
7       11      122     	12 		130
7       11      123     	11 		129
7       11      124     	10 		132
7       11      125     	9  		131
7       11      126     	8  		134
7       11      127     	7  		133
7       12      128     	134		8  
7       12      129     	133		7  
7       12      130     	132		10 
7       12      131     	131		9  
7       12      132     	130		12 
7       12      133     	129		11 
7       12      134     	128		14 
7       12      135     	127		13 
7       12      136     	126		16 
7       12      137     	125		15 
7       12      138     	124		18 
7       12      139     	123		17 
7       12      140     	122		20 
7       12      141     	121		19 
7       12      142     	120		22 
7       12      143     	119		21 
7       12      144     	118		24 
7       12      145     	117		23 
7       12      146     	116		26 
7       12      147     	115		25 
7       12      148     	114		28 
7       12      149     	113		27 
7       12      150     	112		30 
7       12      151     	111		29 
7       12      152     	110		32 
7       12      153     	109		31 
7       12      154     	108		34 
7       12      155     	107		33 
7       12      156     	106		36 
7       12      157     	105		35 
7       12      158     	104		38 
7       12      159     	103		37 
7       12      160     	102		40 
7       12      161     	101		39 
7       12      162     	100		42 
7       12      163     	99 		41 
7       12      164     	98 		44 
7       12      165     	97 		43 
7       12      166     	96 		46 
7       12      167     	95 		45 
7       12      168     	94 		48 
7       12      169     	93 		47 
7       12      170     	92 		50 
7       12      171     	91 		49 
7       12      172     	90 		52 
7       12      173     	89 		51 
7       12      174     	88 		54 
7       12      175     	87 		53 
7       12      176     	86 		56 
7       12      177     	85 		55 
7       12      178     	84 		58 
7       12      179     	83 		57 
7       12      180     	82 		60 
7       12      181     	81 		59 
7       12      182     	80 		62 
7       12      183     	79 		61 
7       12      184     	78 		64 
7       12      185     	77 		63 
7       12      186     	76 		66 
7       12      187     	75 		65 
7       12      188     	74 		68 
7       12      189     	73 		67 
7       12      190     	72 		70 
7       12      191     	71 		69 
7       13      192     	70 		72 
7       13      193     	69 		71 
7       13      194     	68 		74 
7       13      195     	67 		73 
7       13      196     	66 		76 
7       13      197     	65 		75 
7       13      198     	64 		78 
7       13      199     	63 		77 
7       13      200     	62 		80 
7       13      201     	61 		79 
7       13      202     	60 		82 
7       13      203     	59 		81 
7       13      204     	58 		84 
7       13      205     	57 		83 
7       13      206     	56 		86 
7       13      207     	55 		85 
7       13      208     	54 		88 
7       13      209     	53 		87 
7       13      210     	52 		90 
7       13      211     	51 		89 
7       13      212     	50 		92 
7       13      213     	49 		91 
7       13      214     	48 		94 
7       13      215     	47 		93 
7       13      216     	46 		96 
7       13      217     	45 		95 
7       13      218     	44 		98 
7       13      219     	43 		97 
7       13      220     	42 		100
7       13      221     	41 		99 
7       13      222     	40 		102
7       13      223     	39 		101
7       13      224     	38 		104
7       13      225     	37 		103
7       13      226     	36 		106
7       13      227     	35 		105
7       13      228     	34 		108
7       13      229     	33 		107
7       13      230     	32 		110
7       13      231     	31 		109
7       13      232     	30 		112
7       13      233     	29 		111
7       13      234     	28 		114
7       13      235     	27 		113
7       13      236     	26 		116
7       13      237     	25 		115
7       13      238     	24 		118
7       13      239     	23 		117
7       13      240     	22 		120
7       13      241     	21 		119
7       13      242     	20 		122
7       13      243     	19 		121
7       13      244     	18 		124
7       13      245     	17 		123
7       13      246     	16 		126
7       13      247     	15 		125
7       13      248     	14 		128
7       13      249     	13 		127
7       13      250     	12 		130
7       13      251     	11 		129
7       13      252     	10 		132
7       13      253     	9  		131
7       13      254     	8  		134
7       13      255     	7  		133
11       10      0       	134		8  
11       10      1       	133		7  
11       10      2       	132		10 
11       10      3       	131		9  
11       10      4       	130		12 
11       10      5       	129		11 
11       10      6       	128		14 
11       10      7       	127		13 
11       10      8       	126		16 
11       10      9       	125		15 
11       10      10      	124		18 
11       10      11      	123		17 
11       10      12      	122		20 
11       10      13      	121		19 
11       10      14      	120		22 
11       10      15      	119		21 
11       10      16      	118		24 
11       10      17      	117		23 
11       10      18      	116		26 
11       10      19      	115		25 
11       10      20      	114		28 
11       10      21      	113		27 
11       10      22      	112		30 
11       10      23      	111		29 
11       10      24      	110		32 
11       10      25      	109		31 
11       10      26      	108		34 
11       10      27      	107		33 
11       10      28      	106		36 
11       10      29      	105		35 
11       10      30      	104		38 
11       10      31      	103		37 
11       10      32      	102		40 
11       10      33      	101		39 
11       10      34      	100		42 
11       10      35      	99 		41 
11       10      36      	98 		44 
11       10      37      	97 		43 
11       10      38      	96 		46 
11       10      39      	95 		45 
11       10      40      	94 		48 
11       10      41      	93 		47 
11       10      42      	92 		50 
11       10      43      	91 		49 
11       10      44      	90 		52 
11       10      45      	89 		51 
11       10      46      	88 		54 
11       10      47      	87 		53 
11       10      48      	86 		56 
11       10      49      	85 		55 
11       10      50      	84 		58 
11       10      51      	83 		57 
11       10      52      	82 		60 
11       10      53      	81 		59 
11       10      54      	80 		62 
11       10      55      	79 		61 
11       10      56      	78 		64 
11       10      57      	77 		63 
11       10      58      	76 		66 
11       10      59      	75 		65 
11       10      60      	74 		68 
11       10      61      	73 		67 
11       10      62      	72 		70 
11       10      63      	71 		69 
11       11      64      	70 		72 
11       11      65      	69 		71 
11       11      66      	68 		74 
11       11      67      	67 		73 
11       11      68      	66 		76 
11       11      69      	65 		75 
11       11      70      	64 		78 
11       11      71      	63 		77 
11       11      72      	62 		80 
11       11      73      	61 		79 
11       11      74      	60 		82 
11       11      75      	59 		81 
11       11      76      	58 		84 
11       11      77      	57 		83 
11       11      78      	56 		86 
11       11      79      	55 		85 
11       11      80      	54 		88 
11       11      81      	53 		87 
11       11      82      	52 		90 
11       11      83      	51 		89 
11       11      84      	50 		92 
11       11      85      	49 		91 
11       11      86      	48 		94 
11       11      87      	47 		93 
11       11      88      	46 		96 
11       11      89      	45 		95 
11       11      90      	44 		98 
11       11      91      	43 		97 
11       11      92      	42 		100
11       11      93      	41 		99 
11       11      94      	40 		102
11       11      95      	39 		101
11       11      96      	38 		104
11       11      97      	37 		103
11       11      98      	36 		106
11       11      99      	35 		105
11       11      100     	34 		108
11       11      101     	33 		107
11       11      102     	32 		110
11       11      103     	31 		109
11       11      104     	30 		112
11       11      105     	29 		111
11       11      106     	28 		114
11       11      107     	27 		113
11       11      108     	26 		116
11       11      109     	25 		115
11       11      110     	24 		118
11       11      111     	23 		117
11       11      112     	22 		120
11       11      113     	21 		119
11       11      114     	20 		122
11       11      115     	19 		121
11       11      116     	18 		124
11       11      117     	17 		123
11       11      118     	16 		126
11       11      119     	15 		125
11       11      120     	14 		128
11       11      121     	13 		127
11       11      122     	12 		130
11       11      123     	11 		129
11       11      124     	10 		132
11       11      125     	9  		131
11       11      126     	8  		134
11       11      127     	7  		133
11       12      128     	134		8  
11       12      129     	133		7  
11       12      130     	132		10 
11       12      131     	131		9  
11       12      132     	130		12 
11       12      133     	129		11 
11       12      134     	128		14 
11       12      135     	127		13 
11       12      136     	126		16 
11       12      137     	125		15 
11       12      138     	124		18 
11       12      139     	123		17 
11       12      140     	122		20 
11       12      141     	121		19 
11       12      142     	120		22 
11       12      143     	119		21 
11       12      144     	118		24 
11       12      145     	117		23 
11       12      146     	116		26 
11       12      147     	115		25 
11       12      148     	114		28 
11       12      149     	113		27 
11       12      150     	112		30 
11       12      151     	111		29 
11       12      152     	110		32 
11       12      153     	109		31 
11       12      154     	108		34 
11       12      155     	107		33 
11       12      156     	106		36 
11       12      157     	105		35 
11       12      158     	104		38 
11       12      159     	103		37 
11       12      160     	102		40 
11       12      161     	101		39 
11       12      162     	100		42 
11       12      163     	99 		41 
11       12      164     	98 		44 
11       12      165     	97 		43 
11       12      166     	96 		46 
11       12      167     	95 		45 
11       12      168     	94 		48 
11       12      169     	93 		47 
11       12      170     	92 		50 
11       12      171     	91 		49 
11       12      172     	90 		52 
11       12      173     	89 		51 
11       12      174     	88 		54 
11       12      175     	87 		53 
11       12      176     	86 		56 
11       12      177     	85 		55 
11       12      178     	84 		58 
11       12      179     	83 		57 
11       12      180     	82 		60 
11       12      181     	81 		59 
11       12      182     	80 		62 
11       12      183     	79 		61 
11       12      184     	78 		64 
11       12      185     	77 		63 
11       12      186     	76 		66 
11       12      187     	75 		65 
11       12      188     	74 		68 
11       12      189     	73 		67 
11       12      190     	72 		70 
11       12      191     	71 		69 
11       13      192     	70 		72 
11       13      193     	69 		71 
11       13      194     	68 		74 
11       13      195     	67 		73 
11       13      196     	66 		76 
11       13      197     	65 		75 
11       13      198     	64 		78 
11       13      199     	63 		77 
11       13      200     	62 		80 
11       13      201     	61 		79 
11       13      202     	60 		82 
11       13      203     	59 		81 
11       13      204     	58 		84 
11       13      205     	57 		83 
11       13      206     	56 		86 
11       13      207     	55 		85 
11       13      208     	54 		88 
11       13      209     	53 		87 
11       13      210     	52 		90 
11       13      211     	51 		89 
11       13      212     	50 		92 
11       13      213     	49 		91 
11       13      214     	48 		94 
11       13      215     	47 		93 
11       13      216     	46 		96 
11       13      217     	45 		95 
11       13      218     	44 		98 
11       13      219     	43 		97 
11       13      220     	42 		100
11       13      221     	41 		99 
11       13      222     	40 		102
11       13      223     	39 		101
11       13      224     	38 		104
11       13      225     	37 		103
11       13      226     	36 		106
11       13      227     	35 		105
11       13      228     	34 		108
11       13      229     	33 		107
11       13      230     	32 		110
11       13      231     	31 		109
11       13      232     	30 		112
11       13      233     	29 		111
11       13      234     	28 		114
11       13      235     	27 		113
11       13      236     	26 		116
11       13      237     	25 		115
11       13      238     	24 		118
11       13      239     	23 		117
11       13      240     	22 		120
11       13      241     	21 		119
11       13      242     	20 		122
11       13      243     	19 		121
11       13      244     	18 		124
11       13      245     	17 		123
11       13      246     	16 		126
11       13      247     	15 		125
11       13      248     	14 		128
11       13      249     	13 		127
11       13      250     	12 		130
11       13      251     	11 		129
11       13      252     	10 		132
11       13      253     	9  		131
11       13      254     	8  		134
11       13      255     	7  		133
